"Table S3: The table provides the IMPPAT Phytochemical identifier, Chemical name, SMILES, InChI and QEDw score for the 1335 drug-like phytochemicals in IMPPAT 2.0 identified in this study.",,,,
IMPPAT Phytochemical identifier,Chemical name,SMILES,InChI,QEDw
IMPHY000536,Leonotin,O=C1OC2C3C1(C)CCCC3(C)C([C@@](C2)(C)O)(O)CCc1ccoc1,"InChI=1S/C20H28O5/c1-17-7-4-8-18(2)15(17)14(25-16(17)21)11-19(3,22)20(18,23)9-5-13-6-10-24-12-13/h6,10,12,14-15,22-23H,4-5,7-9,11H2,1-3H3/t14?,15?,17?,18?,19-,20?/m0/s1",0.8213
IMPHY002963,Santalin,COc1c(O)cc2c(c1O)C(=O)C1=C(C2=O)CCCC1,"InChI=1S/C15H14O5/c1-20-15-10(16)6-9-11(14(15)19)13(18)8-5-3-2-4-7(8)12(9)17/h6,16,19H,2-5H2,1H3",0.8209
IMPHY003529,"3,3'-Bisjuglone",O=C1C=C(C(=O)c2c1cccc2O)C1=CC(=O)c2c(C1=O)c(O)ccc2,"InChI=1S/C20H10O6/c21-13-5-1-3-9-15(23)7-11(19(25)17(9)13)12-8-16(24)10-4-2-6-14(22)18(10)20(12)26/h1-8,21-22H",0.8207
IMPHY009461,Orientalone,COC1=CC(=O)c2c(C1=O)c(O)c(c(c2)C)C(=O)C,"InChI=1S/C14H12O5/c1-6-4-8-9(16)5-10(19-3)13(17)12(8)14(18)11(6)7(2)15/h4-5,18H,1-3H3",0.8201
IMPHY009923,2-Methoxystypandrone,COC1=CC(=O)c2c(C1=O)cc(c(c2O)C(=O)C)C,"InChI=1S/C14H12O5/c1-6-4-8-12(14(18)11(6)7(2)15)9(16)5-10(19-3)13(8)17/h4-5,18H,1-3H3",0.8201
IMPHY011582,Einecs 230-008-1,COC1=C[C@@H]2[C@H](C1=O)C1=C2c2c(CC[C@H]1NC(=O)C)cc(c(c2OC)OC)OC,"InChI=1S/C22H25NO6/c1-10(24)23-13-7-6-11-8-15(27-3)21(28-4)22(29-5)16(11)17-12-9-14(26-2)20(25)18(12)19(13)17/h8-9,12-13,18H,6-7H2,1-5H3,(H,23,24)/t12-,13+,18-/m0/s1",0.818
IMPHY011899,"N-[(12S,16R)-3,4,5,14-tetramethoxy-13-oxo-10-tetracyclo[9.5.0.02,7.012,16]hexadeca-1(11),2,4,6,14-pentaenyl]acetamide",COC1=C[C@@H]2[C@H](C1=O)C1=C2c2c(CCC1NC(=O)C)cc(c(c2OC)OC)OC,"InChI=1S/C22H25NO6/c1-10(24)23-13-7-6-11-8-15(27-3)21(28-4)22(29-5)16(11)17-12-9-14(26-2)20(25)18(12)19(13)17/h8-9,12-13,18H,6-7H2,1-5H3,(H,23,24)/t12-,13?,18-/m0/s1",0.818
IMPHY011900,Lumicolchicine,COC1=C[C@H]2[C@@H](C1=O)C1=C2c2c(CC[C@@H]1NC(=O)C)cc(c(c2OC)OC)OC,"InChI=1S/C22H25NO6/c1-10(24)23-13-7-6-11-8-15(27-3)21(28-4)22(29-5)16(11)17-12-9-14(26-2)20(25)18(12)19(13)17/h8-9,12-13,18H,6-7H2,1-5H3,(H,23,24)/t12-,13+,18-/m1/s1",0.818
IMPHY010079,Yenhusomine,COc1cc2c(cc1OC)CCN([C@]12[C@@H](O)c2c([C@@H]1O)c1OCOc1cc2)C,"InChI=1S/C21H23NO6/c1-22-7-6-11-8-15(25-2)16(26-3)9-13(11)21(22)19(23)12-4-5-14-18(28-10-27-14)17(12)20(21)24/h4-5,8-9,19-20,23-24H,6-7,10H2,1-3H3/t19-,20-,21+/m0/s1",0.8172
IMPHY014727,13-Epiyenhusomine,COc1cc2c(cc1OC)CCN(C12C(O)c2c(C1O)c1OCOc1cc2)C,"InChI=1S/C21H23NO6/c1-22-7-6-11-8-15(25-2)16(26-3)9-13(11)21(22)19(23)12-4-5-14-18(28-10-27-14)17(12)20(21)24/h4-5,8-9,19-20,23-24H,6-7,10H2,1-3H3",0.8172
IMPHY009434,Umtatin,OCc1cc(=O)c2c(o1)cc1c(c2O)CC(O1)C(=C)C,"InChI=1S/C15H14O5/c1-7(2)11-4-9-12(20-11)5-13-14(15(9)18)10(17)3-8(6-16)19-13/h3,5,11,16,18H,1,4,6H2,2H3",0.8171
IMPHY002770,Javanicin,COC1=CC(=O)c2c(C1=O)c(O)c(c(c2O)C)CC(=O)C,"InChI=1S/C15H14O6/c1-6(16)4-8-7(2)13(18)11-9(17)5-10(21-3)15(20)12(11)14(8)19/h5,18-19H,4H2,1-3H3",0.817
IMPHY001727,4'-Demethyldeoxypodophyllotoxin,COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2Cc2c1cc1OCOc1c2,"InChI=1S/C21H20O7/c1-24-16-5-11(6-17(25-2)20(16)22)18-13-7-15-14(27-9-28-15)4-10(13)3-12-8-26-21(23)19(12)18/h4-7,12,18-19,22H,3,8-9H2,1-2H3/t12-,18+,19-/m0/s1",0.8147
IMPHY003980,"8-[(2S)-2,3-dihydroxy-3-methylbutyl]-5,7-dimethoxychromen-2-one",COc1cc(OC)c2c(c1C[C@@H](C(O)(C)C)O)oc(=O)cc2,"InChI=1S/C16H20O6/c1-16(2,19)13(17)7-10-12(21-4)8-11(20-3)9-5-6-14(18)22-15(9)10/h5-6,8,13,17,19H,7H2,1-4H3/t13-/m0/s1",0.8134
IMPHY010479,Toddalolactone,COc1cc2oc(=O)ccc2c(c1C[C@H](C(O)(C)C)O)OC,"InChI=1S/C16H20O6/c1-16(2,19)13(17)7-10-11(20-3)8-12-9(15(10)21-4)5-6-14(18)22-12/h5-6,8,13,17,19H,7H2,1-4H3/t13-/m1/s1",0.8134
IMPHY014324,Ventiloquinone B,COc1c2C(=O)C3=C(C(=O)c2c(c2c1OCO2)OC)[C@H](O[C@H](C3)C)C,"InChI=1S/C18H18O7/c1-7-5-9-10(8(2)25-7)14(20)12-11(13(9)19)15(21-3)17-18(16(12)22-4)24-6-23-17/h7-8H,5-6H2,1-4H3/t7-,8+/m0/s1",0.8127
IMPHY012648,Stephasunoline,COC1C(O)CC23C4(C1(O)OC(C4)c1c3c(OC)c(cc1)OC)N(C)CC2,"InChI=1S/C20H27NO6/c1-21-8-7-18-9-12(22)17(26-4)20(23)19(18,21)10-14(27-20)11-5-6-13(24-2)16(25-3)15(11)18/h5-6,12,14,17,22-23H,7-10H2,1-4H3",0.8121
IMPHY007403,Canescin A,CO[C@@H]1C[C@H](OC1=O)c1c(O)cc2c(c1O)c(=O)oc(c2)C,"InChI=1S/C15H14O7/c1-6-3-7-4-8(16)12(13(17)11(7)15(19)21-6)9-5-10(20-2)14(18)22-9/h3-4,9-10,16-17H,5H2,1-2H3/t9-,10+/m0/s1",0.8099
IMPHY003266,Obtusinin,COc1cc2ccc(=O)oc2cc1OCC(C(O)(C)C)O,"InChI=1S/C15H18O6/c1-15(2,18)13(16)8-20-12-7-10-9(6-11(12)19-3)4-5-14(17)21-10/h4-7,13,16,18H,8H2,1-3H3",0.8083
IMPHY001390,Gelsemoxonine,CON1c2ccccc2[C@@]2(C1=O)C[C@@H]1N[C@@]3([C@H]([C@H]2OC[C@H]13)O)C(=O)CC,"InChI=1S/C19H22N2O5/c1-3-14(22)19-11-9-26-16(15(19)23)18(8-12(11)20-19)10-6-4-5-7-13(10)21(25-2)17(18)24/h4-7,11-12,15-16,20,23H,3,8-9H2,1-2H3/t11-,12+,15+,16-,18+,19-/m1/s1",0.8082
IMPHY006072,"3,6-Bis(benzo[d][1,3]dioxol-5-yl)tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diol",OC1OC(C2C1C(OC2O)c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,"InChI=1S/C20H18O8/c21-19-15-16(18(28-19)10-2-4-12-14(6-10)26-8-24-12)20(22)27-17(15)9-1-3-11-13(5-9)25-7-23-11/h1-6,15-22H,7-8H2",0.8076
IMPHY010647,Gummadiol,O[C@@H]1O[C@@H]([C@@]2([C@H]1[C@H](OC2)c1ccc2c(c1)OCO2)O)c1ccc2c(c1)OCO2,"InChI=1S/C20H18O8/c21-19-16-17(10-1-3-12-14(5-10)26-8-24-12)23-7-20(16,22)18(28-19)11-2-4-13-15(6-11)27-9-25-13/h1-6,16-19,21-22H,7-9H2/t16-,17+,18+,19+,20+/m0/s1",0.8046
IMPHY001304,eryvarin A,COc1ccc2c(c1)OC[C@@]1([C@H]2Oc2c1ccc1c2C[C@H](O)C(O1)(C)C)O,"InChI=1S/C21H22O6/c1-20(2)17(22)9-13-15(27-20)7-6-14-18(13)26-19-12-5-4-11(24-3)8-16(12)25-10-21(14,19)23/h4-8,17,19,22-23H,9-10H2,1-3H3/t17-,19-,21+/m0/s1",0.8032
IMPHY001506,Tinosponone,O=C1O[C@@H](C[C@@]2([C@H]1CC[C@@]1([C@H]2C(=O)C=C[C@H]1O)C)C)c1cocc1,"InChI=1S/C19H22O5/c1-18-7-5-12-17(22)24-14(11-6-8-23-10-11)9-19(12,2)16(18)13(20)3-4-15(18)21/h3-4,6,8,10,12,14-16,21H,5,7,9H2,1-2H3/t12-,14-,15+,16+,18-,19+/m0/s1",0.8013
IMPHY013734,Wodeshiol,O[C@@]12COC([C@@]2(O)COC1c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,"InChI=1S/C20H18O8/c21-19-7-24-18(12-2-4-14-16(6-12)28-10-26-14)20(19,22)8-23-17(19)11-1-3-13-15(5-11)27-9-25-13/h1-6,17-18,21-22H,7-10H2/t17?,18?,19-,20-/m0/s1",0.8009
IMPHY003954,"(3S,3aS,6S,6aR)-3,6-bis(1,3-benzodioxol-5-yl)-1,4,6,6a-tetrahydrofuro[3,4-c]furan-3,3a-diol",O[C@]12CO[C@@H]([C@H]1CO[C@@]2(O)c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,"InChI=1S/C20H18O8/c21-19-8-23-18(11-1-3-14-16(5-11)26-9-24-14)13(19)7-28-20(19,22)12-2-4-15-17(6-12)27-10-25-15/h1-6,13,18,21-22H,7-10H2/t13-,18-,19-,20+/m1/s1",0.8006
IMPHY004212,Isoarboreol,O[C@@]12CO[C@H]([C@@H]1CO[C@@]2(O)c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,"InChI=1S/C20H18O8/c21-19-8-23-18(11-1-3-14-16(5-11)26-9-24-14)13(19)7-28-20(19,22)12-2-4-15-17(6-12)27-10-25-15/h1-6,13,18,21-22H,7-10H2/t13-,18-,19-,20-/m0/s1",0.8006
IMPHY013469,Ventiloquinone K,COC1=C(O)c2c(C(=O)C1=O)c(O)c1c(c2OC)CC(OC1C)C,"InChI=1S/C17H18O7/c1-6-5-8-9(7(2)24-6)12(18)10-11(16(8)22-3)14(20)17(23-4)15(21)13(10)19/h6-7,18,20H,5H2,1-4H3",0.7981
IMPHY003115,"4,5-Dimethoxyphthalic acid",COc1cc(C(=O)O)c(cc1OC)C(=O)O,"InChI=1S/C10H10O6/c1-15-7-3-5(9(11)12)6(10(13)14)4-8(7)16-2/h3-4H,1-2H3,(H,11,12)(H,13,14)",0.798
IMPHY000684,Graminone A,COc1cc(O)cc(c1)[C@@H]1OC[C@@H]2[C@H]1C(=O)O[C@H]2c1cc(O)cc(c1)OC,"InChI=1S/C20H20O7/c1-24-14-5-10(3-12(21)7-14)18-16-9-26-19(17(16)20(23)27-18)11-4-13(22)8-15(6-11)25-2/h3-8,16-19,21-22H,9H2,1-2H3/t16-,17-,18+,19+/m1/s1",0.797
IMPHY001408,Balanophonin B,COc1cc(ccc1O)[C@H]1OC[C@H]2[C@@H]1C(=O)O[C@@H]2c1ccc(c(c1)OC)O,"InChI=1S/C20H20O7/c1-24-15-7-10(3-5-13(15)21)18-12-9-26-19(17(12)20(23)27-18)11-4-6-14(22)16(8-11)25-2/h3-8,12,17-19,21-22H,9H2,1-2H3/t12-,17-,18+,19+/m0/s1",0.797
IMPHY009579,Marsupsin,COc1cc(O)cc2c1C(=O)C(O2)(O)Cc1ccc(cc1)O,"InChI=1S/C16H14O6/c1-21-12-6-11(18)7-13-14(12)15(19)16(20,22-13)8-9-2-4-10(17)5-3-9/h2-7,17-18,20H,8H2,1H3",0.7969
IMPHY016903,"1,3-Dimethoxy-2-carboxy-anthraquinone",COc1cc2C(=O)c3ccccc3C(=O)c2c(c1C(=O)O)OC,"InChI=1S/C17H12O6/c1-22-11-7-10-12(16(23-2)13(11)17(20)21)15(19)9-6-4-3-5-8(9)14(10)18/h3-7H,1-2H3,(H,20,21)",0.7969
IMPHY006980,N-Methyl-14-O-demethylepiporphyroxine,COc1cc2CCN(C3C(c2cc1O)OC(O)c1c3ccc2c1OCO2)C,"InChI=1S/C20H21NO6/c1-21-6-5-10-7-15(24-2)13(22)8-12(10)18-17(21)11-3-4-14-19(26-9-25-14)16(11)20(23)27-18/h3-4,7-8,17-18,20,22-23H,5-6,9H2,1-2H3",0.7968
IMPHY008401,Javanicin B,COC1=CC[C@H]2[C@@](C1=O)(C)[C@H]1C(=O)C(=C([C@H]3[C@@]1([C@@H](C2)OC(C3)O)C)C)OC,"InChI=1S/C21H28O6/c1-10-12-9-15(22)27-14-8-11-6-7-13(25-4)19(24)20(11,2)18(21(12,14)3)16(23)17(10)26-5/h7,11-12,14-15,18,22H,6,8-9H2,1-5H3/t11-,12+,14-,15?,18-,20+,21-/m1/s1",0.7968
IMPHY006738,"(1S,16R,18S)-6-hydroxy-16,18-dimethyl-2,9-dioxo-17-oxapentacyclo[11.4.1.01,10.03,8.012,16]octadeca-3(8),4,6,10-tetraene-18-carbaldehyde",O=C[C@@]1(C)C2CC[C@@]3(C2C=C2[C@]1(O3)C(=O)c1c(C2=O)cc(cc1)O)C,"InChI=1S/C20H18O5/c1-18(9-21)13-5-6-19(2)14(13)8-15-16(23)12-7-10(22)3-4-11(12)17(24)20(15,18)25-19/h3-4,7-9,13-14,22H,5-6H2,1-2H3/t13?,14?,18-,19+,20-/m0/s1",0.7958
IMPHY000005,Thiamine,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",0.7941
IMPHY000716,5-Hydroxy-2-(hydroxymethyl)-7-methoxychromen-4-one,COc1cc(O)c2c(c1)oc(cc2=O)CO,"InChI=1S/C11H10O5/c1-15-6-2-8(13)11-9(14)3-7(5-12)16-10(11)4-6/h2-4,12-13H,5H2,1H3",0.7919
IMPHY008185,Manske alkaloid F 38,COc1cc2CCN(C3C(c2cc1O)(O)C(=O)c1c3ccc2c1OCO2)C,"InChI=1S/C20H19NO6/c1-21-6-5-10-7-15(25-2)13(22)8-12(10)20(24)18(21)11-3-4-14-17(27-9-26-14)16(11)19(20)23/h3-4,7-8,18,22,24H,5-6,9H2,1-2H3",0.7916
IMPHY014013,"7,8-Dimethoxy-9,10-dihydrophenanthrene-2,4,6-triol",COc1c(O)cc2-c3c(O)cc(cc3CCc2c1OC)O,"InChI=1S/C16H16O5/c1-20-15-10-4-3-8-5-9(17)6-12(18)14(8)11(10)7-13(19)16(15)21-2/h5-7,17-19H,3-4H2,1-2H3",0.7913
IMPHY005801,Dihydrocubebin,OC[C@@H]([C@@H](Cc1ccc2c(c1)OCO2)CO)Cc1ccc2c(c1)OCO2,"InChI=1S/C20H22O6/c21-9-15(5-13-1-3-17-19(7-13)25-11-23-17)16(10-22)6-14-2-4-18-20(8-14)26-12-24-18/h1-4,7-8,15-16,21-22H,5-6,9-12H2/t15-,16-/m0/s1",0.7897
IMPHY005219,"methyl (1S,3R,5S,6R,8R,10R,11S,12S)-3-(furan-3-yl)-8-hydroxy-5-methyl-14-oxo-2,13-dioxatetracyclo[10.2.1.01,5.06,11]pentadecane-10-carboxylate",COC(=O)[C@@H]1C[C@H](O)C[C@@H]2[C@@H]1[C@H]1OC(=O)[C@]3(C1)[C@@]2(C)C[C@@H](O3)c1cocc1,"InChI=1S/C20H24O7/c1-19-7-14(10-3-4-25-9-10)27-20(19)8-15(26-18(20)23)16-12(17(22)24-2)5-11(21)6-13(16)19/h3-4,9,11-16,21H,5-8H2,1-2H3/t11-,12+,13+,14+,15-,16+,19-,20+/m0/s1",0.7888
IMPHY013009,Saropyrone,CC1Oc2c(C1(C)C)c(=O)oc(c2)c1ccc(c(c1)O)O,"InChI=1S/C16H16O5/c1-8-16(2,3)14-13(20-8)7-12(21-15(14)19)9-4-5-10(17)11(18)6-9/h4-8,17-18H,1-3H3",0.7887
IMPHY001052,Narcotoline,COc1c(OC)ccc2c1C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1c(O)c1c(c2)OCO1,"InChI=1S/C21H21NO7/c1-22-7-6-10-8-13-20(28-9-27-13)17(23)14(10)16(22)18-11-4-5-12(25-2)19(26-3)15(11)21(24)29-18/h4-5,8,16,18,23H,6-7,9H2,1-3H3/t16-,18+/m1/s1",0.7885
IMPHY001403,Artocarpanone,COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(cc1O)O,"InChI=1S/C16H14O6/c1-21-9-5-12(19)16-13(20)7-14(22-15(16)6-9)10-3-2-8(17)4-11(10)18/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1",0.7885
IMPHY002713,"(3S)-7-hydroxy-6-methoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one",COc1c2c(CCN([C@H]2[C@H]2OC(=O)c3c2ccc(c3O)OC)C)cc2c1OCO2,"InChI=1S/C21H21NO7/c1-22-7-6-10-8-13-19(28-9-27-13)20(26-3)14(10)16(22)18-11-4-5-12(25-2)17(23)15(11)21(24)29-18/h4-5,8,16,18,23H,6-7,9H2,1-3H3/t16-,18+/m1/s1",0.7885
IMPHY006625,Blumeatin,COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1cc(O)cc(c1)O,"InChI=1S/C16H14O6/c1-21-11-5-12(19)16-13(20)7-14(22-15(16)6-11)8-2-9(17)4-10(18)3-8/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1",0.7885
IMPHY006750,Hesperetin,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,"InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1",0.7885
IMPHY007023,Homoeriodictyol,COc1cc(ccc1O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,"InChI=1S/C16H14O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-6,13,17-19H,7H2,1H3/t13-/m0/s1",0.7885
IMPHY008139,Ammiol,COc1c2oc(CO)cc(=O)c2c(c2c1occ2)OC,"InChI=1S/C14H12O6/c1-17-11-8-3-4-19-12(8)14(18-2)13-10(11)9(16)5-7(6-15)20-13/h3-5,15H,6H2,1-2H3",0.788
IMPHY003376,Diosbulbin F,COC(=O)[C@@H]1C[C@H](O)C[C@@H]2[C@@H]1C(=O)C[C@H]1[C@@]2(C)C[C@H](OC1=O)c1ccoc1,"InChI=1S/C20H24O7/c1-20-8-16(10-3-4-26-9-10)27-19(24)14(20)7-15(22)17-12(18(23)25-2)5-11(21)6-13(17)20/h3-4,9,11-14,16-17,21H,5-8H2,1-2H3/t11-,12+,13+,14+,16-,17+,20-/m0/s1",0.7879
IMPHY013019,"3-Hydroxy-4,5,6-trimethoxyspiro[1H-indole-2(3H),1'(3'H)-[2H]isoindole]-3'-one",COc1c(OC)cc2c(c1OC)C(O)C1(N2)NC(=O)c2c1cccc2,"InChI=1S/C18H18N2O5/c1-23-12-8-11-13(15(25-3)14(12)24-2)16(21)18(19-11)10-7-5-4-6-9(10)17(22)20-18/h4-8,16,19,21H,1-3H3,(H,20,22)",0.7877
IMPHY009253,Ougenin,COc1cc2OCC(C(=O)c2c(c1C)O)c1ccc(cc1O)O,"InChI=1S/C17H16O6/c1-8-13(22-2)6-14-15(16(8)20)17(21)11(7-23-14)10-4-3-9(18)5-12(10)19/h3-6,11,18-20H,7H2,1-2H3",0.7875
IMPHY005355,Lunularic acid,Oc1ccc(cc1)CCc1cccc(c1C(=O)O)O,"InChI=1S/C15H14O4/c16-12-8-5-10(6-9-12)4-7-11-2-1-3-13(17)14(11)15(18)19/h1-3,5-6,8-9,16-17H,4,7H2,(H,18,19)",0.7873
IMPHY009071,Oliveramine,O=C1OCCc2c1cncc2CCC(c1cncc2c1CCOC2=O)C,"InChI=1S/C20H20N2O4/c1-12(16-9-22-11-18-15(16)5-7-26-20(18)24)2-3-13-8-21-10-17-14(13)4-6-25-19(17)23/h8-12H,2-7H2,1H3",0.7873
IMPHY001607,Teucrin A,O[C@@H]1[C@@H]2OC(=O)C3=C2[C@@H]([C@]2([C@@H]1C)C[C@H](OC2=O)c1cocc1)CCC3,"InChI=1S/C19H20O6/c1-9-15(20)16-14-11(17(21)25-16)3-2-4-12(14)19(9)7-13(24-18(19)22)10-5-6-23-8-10/h5-6,8-9,12-13,15-16,20H,2-4,7H2,1H3/t9-,12+,13+,15+,16-,19-/m1/s1",0.7868
IMPHY010999,Teuflidin,O[C@H]1CC[C@@H]2C3=C1C(=O)O[C@@H]3C[C@H]([C@@]12C[C@H](OC1=O)c1cocc1)C,"InChI=1S/C19H20O6/c1-9-6-13-15-11(2-3-12(20)16(15)17(21)24-13)19(9)7-14(25-18(19)22)10-4-5-23-8-10/h4-5,8-9,11-14,20H,2-3,6-7H2,1H3/t9-,11-,12+,13-,14+,19-/m1/s1",0.7868
IMPHY011311,Isoteuflifin,O[C@H]1CC[C@H]2C3=C1C(=O)O[C@H]3C[C@H]([C@@]12C[C@H](OC1=O)c1cocc1)C,"InChI=1S/C19H20O6/c1-9-6-13-15-11(2-3-12(20)16(15)17(21)24-13)19(9)7-14(25-18(19)22)10-4-5-23-8-10/h4-5,8-9,11-14,20H,2-3,6-7H2,1H3/t9-,11+,12+,13+,14+,19-/m1/s1",0.7868
IMPHY001752,Isoferreirin,COc1cc(O)ccc1C1COc2c(C1=O)c(O)cc(c2)O,"InChI=1S/C16H14O6/c1-21-13-5-8(17)2-3-10(13)11-7-22-14-6-9(18)4-12(19)15(14)16(11)20/h2-6,11,17-19H,7H2,1H3",0.7865
IMPHY004869,Ferreirin,COc1ccc(c(c1)O)C1COc2c(C1=O)c(O)cc(c2)O,"InChI=1S/C16H14O6/c1-21-9-2-3-10(12(18)6-9)11-7-22-14-5-8(17)4-13(19)15(14)16(11)20/h2-6,11,17-19H,7H2,1H3",0.7865
IMPHY005636,Cortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",0.7857
IMPHY003528,Diosbulbin E,OC1CC2C(=O)OC(CC2(C2C1C1CC(C2)OC1=O)C)c1ccoc1,"InChI=1S/C19H22O6/c1-19-7-15(9-2-3-23-8-9)25-18(22)13(19)6-14(20)16-11-4-10(5-12(16)19)24-17(11)21/h2-3,8,10-16,20H,4-7H2,1H3",0.7849
IMPHY011232,"(1R,2S,4S,7S,9S,12R,14R,16S)-4-(furan-3-yl)-14-hydroxy-2-methyl-5,10-dioxatetracyclo[7.6.1.02,7.012,16]hexadecane-6,11-dione",O[C@H]1C[C@H]2C(=O)O[C@@H]3[C@H]2[C@@H](C1)[C@]1(C)C[C@H](OC(=O)[C@H]1C3)c1ccoc1,"InChI=1S/C19H22O6/c1-19-7-15(9-2-3-23-8-9)25-18(22)13(19)6-14-16-11(17(21)24-14)4-10(20)5-12(16)19/h2-3,8,10-16,20H,4-7H2,1H3/t10-,11+,12+,13+,14-,15-,16+,19-/m0/s1",0.7849
IMPHY005405,Irisolone,COc1c2OCOc2cc2c1c(=O)c(co2)c1ccc(cc1)O,"InChI=1S/C17H12O6/c1-20-17-14-12(6-13-16(17)23-8-22-13)21-7-11(15(14)19)9-2-4-10(18)5-3-9/h2-7,18H,8H2,1H3",0.7837
IMPHY008514,Maxima isoflavone G,COc1cc2OCOc2cc1c1coc2c(c1=O)ccc(c2)O,"InChI=1S/C17H12O6/c1-20-13-6-16-15(22-8-23-16)5-11(13)12-7-21-14-4-9(18)2-3-10(14)17(12)19/h2-7,18H,8H2,1H3",0.7837
IMPHY008782,Prosogerin A,COc1cc2c(=O)cc(oc2cc1O)c1ccc2c(c1)OCO2,"InChI=1S/C17H12O6/c1-20-16-5-10-11(18)6-14(23-15(10)7-12(16)19)9-2-3-13-17(4-9)22-8-21-13/h2-7,19H,8H2,1H3",0.7837
IMPHY001903,Iriskashmirianin,COc1c2OCOc2cc2c1c(=O)c(co2)c1ccc(c(c1)OC)O,"InChI=1S/C18H14O7/c1-21-12-5-9(3-4-11(12)19)10-7-23-13-6-14-17(25-8-24-14)18(22-2)15(13)16(10)20/h3-7,19H,8H2,1-2H3",0.7828
IMPHY004708,Iriskumaonin,COc1c2OCOc2cc2c1c(=O)c(co2)c1ccc(c(c1)O)OC,"InChI=1S/C18H14O7/c1-21-12-4-3-9(5-11(12)19)10-7-23-13-6-14-17(25-8-24-14)18(22-2)15(13)16(10)20/h3-7,19H,8H2,1-2H3",0.7828
IMPHY007867,Dalpatein,COc1cc2OCOc2cc1c1coc2c(c1=O)cc(c(c2)O)OC,"InChI=1S/C18H14O7/c1-21-13-6-17-16(24-8-25-17)3-9(13)11-7-23-14-5-12(19)15(22-2)4-10(14)18(11)20/h3-7,19H,8H2,1-2H3",0.7828
IMPHY008448,Isoiriskashmirianin,COc1cc(O)cc(c1)c1coc2c(c1=O)c(OC)c1c(c2)OCO1,"InChI=1S/C18H14O7/c1-21-11-4-9(3-10(19)5-11)12-7-23-13-6-14-17(25-8-24-14)18(22-2)15(13)16(12)20/h3-7,19H,8H2,1-2H3",0.7828
IMPHY011028,Squarrosin,COc1cc(ccc1OC)c1coc2c(c1=O)c(O)c1c(c2)OCO1,"InChI=1S/C18H14O7/c1-21-11-4-3-9(5-12(11)22-2)10-7-23-13-6-14-18(25-8-24-14)17(20)15(13)16(10)19/h3-7,20H,8H2,1-2H3",0.7828
IMPHY004474,Folerogenin,COc1cc2OC(c3ccc(cc3)O)C(C(=O)c2c(c1)O)O,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",0.7823
IMPHY006500,Dihydrokaempferide,COc1ccc(cc1)C1Oc2cc(O)cc(c2C(=O)C1O)O,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",0.7823
IMPHY013518,Cerberic acid,COC(=O)c1cocc2-c1ccc2C(=O)O,"InChI=1S/C11H8O5/c1-15-11(14)9-5-16-4-8-6(9)2-3-7(8)10(12)13/h2-5H,1H3,(H,12,13)",0.7815
IMPHY010483,Fumarophycine,COc1cc2CCN([C@]3(c2cc1O)Cc1c([C@H]3OC(=O)C)c2OCOc2cc1)C,"InChI=1S/C22H23NO6/c1-12(24)29-21-19-14(4-5-17-20(19)28-11-27-17)10-22(21)15-9-16(25)18(26-3)8-13(15)6-7-23(22)2/h4-5,8-9,21,25H,6-7,10-11H2,1-3H3/t21-,22+/m1/s1",0.7809
